category,employee,runtimeMinutes,ProductionCompanies
cinematographer,Jeremy Lasky,100,Pixar Animation Studios
producer,James Lassiter,157,Columbia Pictures Corporation
producer,James Lassiter,118,"Columbia Pictures Corporation, Overbrook Entertainment"
production_designer,Craig Lathrop,88,Lions Gate Films
editor,David Michael Latt,93,Asylum
producer,David Michael Latt,85,The Asylum
writer,David Michael Latt,93,Asylum
actor,Andy Lauer,93,Asylum
actor,Hugh Laurie,109,"Fox Searchlight Pictures, Regency Enterprises, Dune Entertainment III, Emmett/Furla Films"
actor,Hugh Laurie,77,"Columbia Pictures, Sony Pictures Entertainment"
actor,Hugh Laurie,113,"Twentieth Century Fox Film Corporation, Davis Entertainment, Aldrich Group, Optional Pictures"
editor,Tod Lautenberg,93,Touchstone Pictures
actor,Ed Lauter,88,"Startroop Pictures Inc., Tippett Studio"
actor,René Lavan,86,"Miramax Films, Lions Gate Films, Artisan Entertainment, Lawrence Bender Productions, Havana Nights LLC"
actress,Lilli Lavine,90,"Miramax Films, Tapestry Films, Simon Fields Productions"
actress,Katrina Law,103,Chapman/Leonard Studio Equipment
actress,Phyllida Law,96,"DreamWorks SKG, Warner Bros."
actor,Andrew Lawrence,82,"Walt Disney Television Animation, Disney Toon Studio"
actress,Carolyn Lawrence,87,"Paramount Pictures, Nickelodeon Movies, United Plankton Pictures"
actress,Carolyn Lawrence,82,"Nickelodeon Movies, Universal Cartoon Studios, Paramount Animation"
actor,Mark Christopher Lawrence,80,"Twentieth Century Fox Film Corporation, Davis Entertainment, Twentieth Century Fox Animation"
actor,Mr. Lawrence,87,"Paramount Pictures, Nickelodeon Movies, United Plankton Pictures"
producer,Robert Lawrence,131,DreamWorks SKG
producer,Robert Lawrence,105,"Bel Air Entertainment, Warner Bros., Robert Lawrence Productions, Metal Productions Inc., Maysville Pictures"
editor,Stephen Lawrence,99,"Original Film, Newmarket Capital Group, Universal Home Entertainment"
actor,Steven Anthony Lawrence,95,Universal Pictures
actress,Vicki Lawrence,69,"Walt Disney Pictures, DisneyToon Studios, Hot Donut Productions"
production_designer,Andrew Laws,86,Dimension Films
production_designer,Andrew Laws,81,Fox 2000 Pictures
actress,Bianca Lawson,96,New Line Cinema
actress,Bianca Lawson,112,"MTV Films, Cort/Madden Productions"
actress,Bianca Lawson,91,"Paris Hilton Entertainment, Pledge This Holdings"
actress,Shannon Lawson,97,"Remstar Productions, ApolloMedia Distribution, Kismet Entertainment Group, Seven Arts Films"
editor,Tony Lawson,122,"Village Roadshow Pictures, Silver Pictures, Warner Bros."
producer,Andrew Lazar,87,"Village Roadshow Pictures, NPV Entertainment, Mad Chance, Zide-Perry Productions, Warner Bros., BenderSpink"
producer,Andrew Lazar,113,"Miramax Films, Allied Filmmakers, Mad Chance"
writer,Ken LaZebnik,105,"River Road Entertainment, GreeneStreet Films, Picturehouse Entertainment, Sandcastle 5 Productions, Prairie Home Productions"
actor,Viv Leacock,95,"Columbia Pictures, Revolution Studios, Cube Vision"
actor,Viv Leacock,97,Columbia Pictures Corporation
actress,Sharon Leal,130,"Paramount Pictures, DreamWorks SKG, Laurence Mark Productions"
editor,Kristopher Lease,88,Silverline Pictures
actor,Scotty Leavenworth,125,New Line Cinema
actor,Jeff LeBeau,83,"DreamWorks SKG, DreamWorks Animation"
editor,Dan Lebental,106,"Universal Pictures, Mosaic Media Group, Wild West Picture Show Productions"
editor,Dan Lebental,101,"Columbia Pictures Corporation, Teitler Film, Michael De Luca Productions, Radar Pictures"
editor,Dan Lebental,126,"Paramount Pictures, Marvel Studios"
editor,Chris Lebenzon,125,"Columbia Pictures, The Zanuck Company, Jinks/Cohen Company, Tim Burton Productions"
editor,Chris Lebenzon,126,"Jerry Bruckheimer Films, Scott Free Productions, Touchstone Pictures"
editor,Chris Lebenzon,183,"Jerry Bruckheimer Films, Touchstone Pictures"
editor,Chris Lebenzon,98,"Twentieth Century Fox Film Corporation, Scott Free Productions, Firm Films, Prospect Park, Millbrook Farm Productions"
editor,Chris Lebenzon,120,"Twentieth Century Fox Film Corporation, Tim Burton Productions, Zanuck Company, The"
actor,Brian Leckner,97,"Regency Enterprises, Epsilon Motion Pictures, LivePlanet, New Regency Pictures, Bad Robot"
writer,Charles Lederer,116,"Village Roadshow Pictures, Section Eight, NPV Entertainment, Jerry Weintraub Productions, Warner Bros., WV Films II"
actor,Greg Lee,102,"Gold/Miller Productions, 120dB Films, Paradise Productions, Quantum Entertainment, MovieBank, Galaxy Productions"
actor,Jesse Lee Soffer,95,"Elevation Filmworks, Ursa Major Films LLC"
actress,Michele Lee,90,"Jersey Films, Loofah Productions"
cinematographer,Philip Lee,100,Hooks and Taylor Entertainment
actress,Robinne Lee,118,"Columbia Pictures Corporation, Overbrook Entertainment"
actor,RonReaco Lee,105,"Columbia Pictures, Regency Enterprises, 3 Arts Entertainment, Tall Trees Productions"
producer,Roy Lee,105,"Vertigo Entertainment, Touchstone Pictures, Post No Bills Films, Pandemonium Productions"
actress,Sook-Yin Lee,101,"Fortissimo Films, Process Productions, Q Television"
writer,Stan Lee,127,"Columbia Pictures, Laura Ziskin Productions, Marvel Enterprises"
writer,Stan Lee,121,"Columbia Pictures, Marvel Enterprises"
writer,Stan Lee,139,"Columbia Pictures, Laura Ziskin Productions, Marvel Enterprises"
editor,Tony Leech,80,"The Weinstein Company, Kanbar Entertainment, Blue Yonder Films"
actress,Erica Leerhsen,98,"New Line Cinema, Next Entertainment, Platinum Dunes, Focus Features, Radar Pictures, Chainsaw Productions LLC"
actor,Nathaniel Lees,113,3Mark Entertainment
writer,Jay Leggett,95,"Paramount Pictures, De Line Pictures"
actor,Ron Leibman,105,"Sony Pictures Classics, Propaganda Films, Good Machine"
actress,Margot Leicester,104,"The Weinstein Company, Di Bonaventura Pictures, Dimension Films"
actress,Chyler Leigh,89,"Original Film, Columbia Pictures Corporation, Neal H. Moritz Productions"
editor,Robert Leighton,106,Miramax Films
actor,David Leisure,90,"Capitol Films, Equity Pictures Medienfonds GmbH & Co. KG"
director,Michael Lembeck,104,"Walt Disney Pictures, Outlaw Productions, Boxing Cat Films"
director,Michael Lembeck,92,"Walt Disney Pictures, Boxing Cat Films, Outlaw Productions (I), Santa Frost Productions"
producer,Jim Lemley,79,"Focus Films, Starz Animation, Relativity Media, Tim Burton Productions, Arc Productions"
writer,Steve Lemme,100,"Fox Searchlight Pictures, Broken Lizard Industries"
actor,Steve Lemme,104,"Village Roadshow Pictures, Gerber Pictures, Warner Bros., WV Films III"
actor,Steve Lemme,79,Plunge Pictures LLC
actor,Steve Lemme,100,"Fox Searchlight Pictures, Broken Lizard Industries"
actor,Harry Lennix,152,"Universal Pictures, Bristol Bay Productions, Baldwin Entertainment Group, Anvil Films"
actor,Harry Lennix,106,Metro-Goldwyn-Mayer (MGM)
director,Gary Lennon,101,"Media Talent Group, Möbius Entertainment"
writer,Thomas Lennon,84,Universal Pictures
actor,Thomas Lennon,101,"Walt Disney Pictures, Robert Simonds Productions"
actor,Thomas Lennon,101,"Metro-Goldwyn-Mayer (MGM), David Ladd Films"
actor,Thomas Lennon,92,"Columbia Pictures, Weed Road Pictures, Forward Pass, Relativity Media, Overbrook Entertainment, Blue Light, GH Three"
actress,Melissa Leo,101,"Twentieth Century Fox Film Corporation, Fox 2000 Pictures, Josephson Entertainment, MBC Beteiligungs Filmproduktion"
actress,Melissa Leo,80,Filbert Steps Productions
actor,Joshua Leonard,98,"Walt Disney Pictures, Mandeville Films, Boxing Cat Films"
cinematographer,John R. Leonetti,88,"The Weinstein Company, Atmosphere Entertainment MM, Chako Film Company, Dimension Films, Intellectual Properties Worldwide, Aja / Levasseur Productions"
cinematographer,John R. Leonetti,103,"New Line Cinema, FilmEngine, Brookwell-McNamara Entertainment, ChickFlick Productions"
cinematographer,John R. Leonetti,89,"Universal Pictures, Twisted Pictures, Evolution Entertainment"
actor,Logan Lerman,122,"Tree Line Films, Lionsgate, Relativity Media, Yuma"
actor,Michael Lerner,93,"George Street Pictures, Ben's Sister Productions, Release Entertainment, B. Lord Productions, Davis Entertainment Filmworks"
actor,Boris Lyoskin,106,"Stillking Films, Warner Independent Pictures (WIP), Big Beach Films, Telegraph Films"
actor,Ron Lester,89,"Original Film, Columbia Pictures Corporation, Neal H. Moritz Productions"
actor,James Lesure,110,"DreamWorks, BenderSpink, Parkes+MacDonald Image Nation"
writer,Jason Lethcoe,83,"Columbia Pictures, Revolution Studios"
actress,Lindze Letherman,94,"Paramount Pictures, Nickelodeon Movies, Valhalla Motion Pictures"
writer,Tracy Letts,102,"Lions Gate Films, L.I.F.T. Production, DMK Mediafonds International"
actor,Ken Leung,146,"DreamWorks SKG, Amblin Entertainment, Stanley Kubrick Productions, Warner Bros."
actor,Ken Leung,103,"Lions Gate Films, Twisted Pictures, Evolution Entertainment, Saw Productions Inc."
actor,Paul Levesque,113,"New Line Cinema, Amen Ra Films, Shawn Danielle Productions Ltd., Imaginary Forces, Marvel Enterprises, Peter Frankfurt Productions"
writer,David Levien,92,Lawrence Bender Productions
writer,David Levien,127,"Regency Enterprises, Epsilon Motion Pictures, New Regency Pictures"
producer,Daniel Levin,83,"Seed Productions (II), Platform Entertainment"
casting_director,Gail Levin,123,"Paramount Pictures, Cruise/Wagner Productions, Vinyl Films, KMP Film Invest"
casting_director,Gail Levin,97,"Paramount Pictures, Broadway Video, M.G. Films"
writer,Larry Levin,87,"Twentieth Century Fox Film Corporation, Joseph M. Singer Entertainment, Davis Entertainment"
director,Mark Levin,96,Walden Media
actor,Matt Levin,83,"DreamWorks SKG, DreamWorks Animation"
composer,James S. Levine,116,TriStar Pictures
actor,Samm Levine,90,Dimension Films
actor,Ted Levine,101,"DreamWorks SKG, Columbia Pictures Corporation, Montecito Picture Company, The"
actor,Eugene Levy,90,"Miramax Films, Tapestry Films, Simon Fields Productions"
actor,Eugene Levy,99,"Twentieth Century Fox Film Corporation, Josephson Entertainment, NBA Entertainment, Heller Highwater Productions, Like Mike Productions"
actor,Eugene Levy,85,New Line Cinema
actor,Eugene Levy,87,"Imagine Entertainment, Universal Pictures, Universal Animation Studios"
writer,Eugene Levy,91,Castle Rock Entertainment
writer,Eugene Levy,86,Shangri-La Entertainment
actor,Eugene Levy,87,Rogue Pictures
actor,Eugene Levy,91,Castle Rock Entertainment
actor,Eugene Levy,96,"Universal Pictures, Zide-Perry Productions, LivePlanet, Loumolo & Co."
actor,Eugene Levy,94,"Twentieth Century Fox Film Corporation, 21 Laps Entertainment, Dozen Canada Productions"
actor,Eugene Levy,105,"Hyde Park Films, Touchstone Pictures"
producer,Robert L. Levy,90,"Miramax Films, Tapestry Films, Simon Fields Productions"
director,Shawn Levy,88,Universal Pictures
editor,Stuart Levy,85,"DreamWorks SKG, Craven-Maddalena Films, BenderSpink"
editor,Stuart Levy,91,"Fox 2000 Pictures, Mad Chance, Nimbus Film Productions, Mediastream Dritte Film GmbH & Co. Beteiligungs KG, Splendid Productions"
actor,Damian Lewis,134,"Village Roadshow Pictures, Castle Rock Entertainment, NPV Entertainment, Kasdan Pictures, WV Films II"
casting_director,Ellen Lewis,121,"City Light Films, Revolution Studios, Casey Silver Productions"
casting_director,Ellen Lewis,98,"Columbia Pictures, Revolution Studios, Thirteen Productions"
casting_director,Ellen Lewis,170,"Miramax Films, Appian Way, Forward Pass, Cappa Productions, Warner Bros., Initial Entertainment Group (IEG), IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG, Mel's Cite du Cinema"
casting_director,Ellen Lewis,99,"Columbia Pictures, Castle Rock Entertainment, NPV Entertainment, DreamWorks Pictures, Baltimore Spring Creek Productions, Nu Image / Millennium Films"
casting_director,Ellen Lewis,109,"Twentieth Century Fox Film Corporation, Dune Entertainment, Major Studio Partners, Peninsula Films, Fox 2000 Pictures"
casting_director,Ellen Lewis,102,"Universal Pictures, Participant Productions, Playtone Production"
casting_director,Ellen Lewis,129,"Paramount Pictures, Scott Rudin Productions, Warner Bros."
casting_director,Ellen Lewis,110,"Killer Films, Longfellow Pictures, Warner Independent Pictures (WIP), Jack and Henry Productions Inc."
casting_director,Ellen Lewis,117,"Capitol Films, Linsefilm, Unity Productions, Michael Cerenzie Productions, Funky Buddha Productions"
casting_director,Ellen Lewis,98,Paramount Pictures
actor,Geoffrey Lewis,114,Class 5 Films
actress,Jazsmin Lewis,102,Metro-Goldwyn-Mayer (MGM)
actress,Jenifer Lewis,107,Lions Gate Films
actress,Jenifer Lewis,116,"Walt Disney Pictures, Pixar Animation Studios"
actress,Jenifer Lewis,91,"Warner Bros., Morgan Creek Productions"
actress,Jenifer Lewis,97,Cookout Productions
actor,Johnny Lewis,103,"New Line Cinema, FilmEngine, Brookwell-McNamara Entertainment, ChickFlick Productions"
actor,Phill Lewis,90,"Capitol Films, Equity Pictures Medienfonds GmbH & Co. KG"
actor,Phill Lewis,97,Columbia Pictures Corporation
producer,Richard Barton Lewis,99,City Light Films
composer,Terry Lewis,123,Paramount Pictures
actor,Walter Lewis,104,"The Weinstein Company, Di Bonaventura Pictures, Dimension Films"
writer,Crash Leyland,91,Sandstorm Films
cinematographer,Matthew Libatique,138,40 Acres & A Mule Filmworks
cinematographer,Matthew Libatique,126,"Paramount Pictures, Marvel Studios"
cinematographer,Matthew Libatique,98,"Columbia Pictures Corporation, Dark Castle Entertainment, Warner Bros."
producer,Rodney Liber,107,"Universal Pictures, Depth of Field"
director,Demian Lichtenstein,125,"Franchise Pictures, Warner Bros., Morgan Creek Productions"
writer,Demian Lichtenstein,125,"Franchise Pictures, Warner Bros., Morgan Creek Productions"
producer,Demian Lichtenstein,125,"Franchise Pictures, Warner Bros., Morgan Creek Productions"
writer,Jeffrey Lieber,90,Walt Disney Pictures
producer,Hal Lieberman,85,"Screen Gems, Hal Lieberman Company"
director,Jonathan Liebesman,91,"New Line Cinema, Next Entertainment, Platinum Dunes, Vortex/Henkel/Hooper, Texas Chainsaw Productions"
actress,Tina Lifford,110,"Malpaso Productions, Warner Bros."
actress,Tina Lifford,124,"Columbia Pictures Corporation, Relativity Media"
actress,Tina Lifford,93,"Columbia Pictures Television, NPP Productions Inc."
actress,Crystle Lightning,87,Rogue Pictures
actor,Shad Moss,97,"Fox Searchlight Pictures, Bird and a Bear Entertainment, Hallway Pictures, Catch Productions"
actor,Shad Moss,99,"Twentieth Century Fox Film Corporation, Josephson Entertainment, NBA Entertainment, Heller Highwater Productions, Like Mike Productions"
actor,Kevin Lima,107,"Walt Disney Pictures, Josephson Entertainment, Andalasia Productions, Right Coast Productions"
cinematographer,Patrick Lin,115,"Walt Disney Pictures, Pixar Animation Studios"
actress,Nancy Linari,90,Zyzzyx LLC
editor,Stu Linder,123,"Cheyenne Enterprises, Epsilon Motion Pictures, Empire Pictures, Metro-Goldwyn-Mayer (MGM), Hyde Park Entertainment, Baltimore Spring Creek Productions, Lotus Pictures"
actress,Angela Lindvall,103,"Silver Pictures, Warner Bros."
actor,Hamish Linklater,128,Warner Bros.
producer,Art Linson,109,"Epsilon Motion Pictures, Franchise Pictures, Indelible Pictures, Linson Entertainment, Art Linson Productions, Morgan Creek Productions, Stolen Film Productions"
actor,Alex D. Linz,86,"Walt Disney Pictures, Karz Entertainment"
actor,Luca Lionello,127,"Icon Productions, Twentieth Century Fox Film Corporation"
producer,David Lipman,93,"DreamWorks SKG, Pacific Data Images (PDI), DreamWorks Animation"
casting_director,Amy Lippens,103,"Lions Gate Films, Twisted Pictures, Evolution Entertainment, Saw Productions Inc."
cinematographer,Torsten Lippstock,96,"TriStar Pictures, Hyde Park Films, Offspring Entertainment"
actor,James Lipton,96,Walt Disney Animation Studios
casting_director,Marci Liroff,95,"DreamWorks SKG, UIP, MacDonald/Parkes Productions"
casting_director,Marci Liroff,97,"Paramount Pictures, Broadway Video, M.G. Films"
casting_director,Marci Liroff,97,"Walt Disney Pictures, Gunn Films, Casual Friday Productions"
casting_director,Marci Liroff,98,"Columbia Pictures Corporation, Dark Castle Entertainment, Warner Bros."
actor,Litefoot,115,"Beverly Detroit, Propaganda Films, Clinica Estetico, Intermedia, Good Machine, Magnet Productions"
actor,Litefoot,93,"George Street Pictures, Ben's Sister Productions, Release Entertainment, B. Lord Productions, Davis Entertainment Filmworks"
editor,Susan Littenberg,98,"Columbia Pictures, Revolution Studios, Thirteen Productions"
editor,Susan Littenberg,78,"IFC Productions, InDigEnt (Independent Digital Entertainment), Miramax, Dolly Hall Productions"
actress,Angela Little,87,Rogue Pictures
actress,Kim Little,93,Asylum
cinematographer,Ryan Little,90,Excel Entertainment
editor,Carol Littleton,119,"FilmEngine, Infinitum Nihil, GK Films"
editor,Carol Littleton,134,"Village Roadshow Pictures, Castle Rock Entertainment, NPV Entertainment, Kasdan Pictures, WV Films II"
actress,Blake Lively,93,"Universal Pictures, Shady Acres Entertainment"
actress,Blake Lively,119,"DiNovi Pictures, Alcon Entertainment, Alloy Entertainment"
actor,Ron Livingston,103,Chapman/Leonard Studio Equipment
actor,Ron Livingston,107,"Revolution Studios, Blue Star Pictures"
actor,Ron Livingston,107,"New Line Cinema, Plan B Entertainment, Nick Wechsler Productions, Internationale Scarena Filmproduktionsgesellschaft 2"
