category,employee,runtimeMinutes,ProductionCompanies
actress,Michelle Rodriguez,95,Boll KG
actor,Paul Rodriguez,110,"Malpaso Productions, Warner Bros."
actress,Sandra Rodríguez,96,Red Envelope Entertainment
actor,Channon Roe,88,Silverline Pictures
actor,Daniel Roebuck,100,"Splendid Pictures, Maverick Films, Metro-Goldwyn-Mayer (MGM), Dylan Sellers Productions, Madacy Entertainment"
actor,Seth Rogen,96,"Paramount Pictures, The Kennedy/Marshall Company"
actor,Seth Rogen,116,"Universal Pictures, Apatow Productions"
actor,Seth Rogen,86,"Twentieth Century Fox Film Corporation, Blue Sky Studios, Twentieth Century Fox Animation"
actor,Seth Rogen,94,Apatow Productions
actor,Seth Rogen,92,DreamWorks Animation
actor,Seth Rogen,110,"Universal Pictures, Kaplan/Perrone Entertainment, MMCB Film Produktion 2004"
actor,Seth Rogen,129,"Universal Pictures, Apatow Productions"
director,J.B. Rogers,95,"Twentieth Century Fox Film Corporation, Conundrum Entertainment, Say It Isn't So Productions"
director,J.B. Rogers,108,"Universal Pictures, Liveplanet, Zide-Perry Productions"
writer,John Rogers,94,Morgan Creek Productions
editor,Julie Rogers,87,"Imagine Entertainment, Universal Pictures, Universal Animation Studios"
writer,Steven Rogers,126,"Wendy Finerman Productions, Alcon Entertainment, Grosvenor Park Productions"
composer,Michael Rohatyn,112,"Elevation Filmworks, Initial Entertainment Group (IEG), IFC Productions, Jack and Rose Productions"
editor,Casey O. Rohrs,81,19 Entertainment
writer,Will Rokos,111,"Lions Gate Films, Lee Daniels Entertainment"
actor,Brian Heffron,90,KillerWolf Films
director,Mark Romanek,96,"Fox Searchlight Pictures, Catch 23 Entertainment"
writer,John Romano,100,"Imagine Entertainment, Universal Pictures, Mike Zoss Productions, Alphaville Productions"
actor,Lou Romano,111,"Walt Disney Pictures, Pixar Animation Studios"
writer,David Ronn,105,"Columbia Pictures, Regency Enterprises, 3 Arts Entertainment, Tall Trees Productions"
actor,Michael Roof,104,"Village Roadshow Pictures, Gerber Pictures, Warner Bros., WV Films III"
actor,Michael Roof,101,"Original Film, Columbia Pictures Corporation, Revolution Studios"
actor,Michael Roof,124,"Columbia Pictures, Original Film, Revolution Studios"
actor,Michael Rooker,100,"Artisan Entertainment, 777 Films Corporation, Millennium Films"
actor,Michael Rooker,94,"Miramax Films, Amen Ra Films"
actor,Stephen Root,81,"Twentieth Century Fox Film Corporation, Blue Sky Studios, Twentieth Century Fox Animation"
actor,Stephen Root,100,Pixar Animation Studios
actor,Stephen Root,122,"Miramax Films, Scott Rudin Productions, Paramount Vantage, Mike Zoss Productions"
actress,Misty Rosas,88,"Rogue Pictures, Haxan Entertainment"
actress,Anika Noni Rose,81,19 Entertainment
actress,Anika Noni Rose,130,"Paramount Pictures, DreamWorks SKG, Laurence Mark Productions"
actress,Nectar Rose,92,Auteur Entertainment
actor,Michael Rosenbaum,93,Touchstone Pictures
actor,Michael Rosenbaum,119,"Bel Air Entertainment, Warner Bros."
writer,Craig Rosenberg,97,"New Line Cinema, Contrafilm, Firm Films"
writer,Melissa Rosenberg,104,"Summit Entertainment, Offspring Entertainment, Touchstone Pictures, Eketahuna LLC"
editor,David Rosenbloom,125,"David Foster Productions, Cheyenne Enterprises, Metro-Goldwyn-Mayer (MGM), David Ladd Films"
editor,David Rosenbloom,106,"Universal Pictures, Mosaic Media Group, Wild West Picture Show Productions"
editor,Steven Rosenblum,183,"Jerry Bruckheimer Films, Touchstone Pictures"
editor,Steven Rosenblum,93,"New Line Cinema, Walden Media"
editor,Steven Rosenblum,97,"Paramount Pictures, Scott Rudin Productions, Failure to Launch Productions"
producer,Scott M. Rosenfelt,103,FallsApart Productions
editor,Harvey Rosenstock,107,Thinkfilm
editor,Harvey Rosenstock,109,"Revolution Studios, Tollin/Robbins Productions"
editor,Harvey Rosenstock,104,"Tollin/Robbins Productions, Warner Bros."
editor,Harvey Rosenstock,85,"Spyglass Entertainment, Hollywood Pictures, Endgame Entertainment, Wonderland Sound and Vision"
casting_director,Laura Rosenthal,122,"Village Roadshow Pictures, Silver Pictures, Warner Bros."
casting_director,Laura Rosenthal,98,"Yari Film Group, Stratus Film Co."
casting_director,Laura Rosenthal,113,"Miramax Films, Producers Circle, Storyline Entertainment"
writer,Mark Rosenthal,117,"Columbia Pictures, Revolution Studios"
writer,Mark Rosenthal,120,"Twentieth Century Fox Film Corporation, Tim Burton Productions, Zanuck Company, The"
director,Rick Rosenthal,90,Dimension Films
editor,Caroline Ross,110,DreamWorks Pictures
actor,Chelcie Ross,95,Numb Gums Production Inc.
casting_director,Marcia Ross,88,"Walt Disney Pictures, Gunn Films, Doom Buggy Productions"
casting_director,Marcia Ross,108,Touchstone Pictures
casting_director,Marcia Ross,99,"Miramax Films, Spyglass Entertainment"
casting_director,Marcia Ross,107,"Walt Disney Pictures, Josephson Entertainment, Andalasia Productions, Right Coast Productions"
actor,Leo Rossi,107,Thinkfilm
actor,Leo Rossi,103,FallsApart Productions
writer,Terry Rossio,126,"Jerry Bruckheimer Films, Scott Free Productions, Touchstone Pictures"
writer,Terry Rossio,169,"Walt Disney Pictures, Jerry Bruckheimer Films, Second Mate Productions"
writer,Terry Rossio,151,"Walt Disney Pictures, Jerry Bruckheimer Films, Second Mate Productions"
writer,Terry Rossio,143,"Walt Disney Pictures, Jerry Bruckheimer Films"
director,Eli Roth,93,"Lions Gate Films, Tonic Films, Down Home Entertainment, Cabin Pictures, Black Sky Entertainment, Deer Path Films"
actor,Eli Roth,88,"The Weinstein Company, Atmosphere Entertainment MM, Chako Film Company, Dimension Films, Intellectual Properties Worldwide, Aja / Levasseur Productions"
writer,Eric Roth,129,"Paramount Pictures, Scott Rudin Productions, Warner Bros."
producer,Kim Roth,104,"Universal Pictures, Image Entertainment, Relativity Media, Rat Entertainment"
actor,John Rothman,95,"Twentieth Century Fox Film Corporation, Conundrum Entertainment, Say It Isn't So Productions"
editor,Stephen A. Rotter,107,"Walt Disney Pictures, Josephson Entertainment, Andalasia Productions, Right Coast Productions"
actor,Richard Roundtree,86,"Robert Simonds Productions, Touchstone Pictures"
actor,Richard Roundtree,110,Bergman Lustig productions
actor,Brandon Routh,154,"DC Comics, Legendary Pictures, Warner Bros., Bad Hat Harry Productions"
actor,Richard Roxburgh,121,"Laura Ziskin Productions, Original Film, Columbia Pictures Corporation, Phoenix Pictures, AFG Talons Productions"
actor,John Rubano,83,"DreamWorks SKG, DreamWorks Animation"
editor,Paul Rubell,120,"Paramount Pictures, DreamWorks SKG, Parkes/MacDonald Productions, Edge City"
actor,Bob Rubin,84,"Revolution Studios, Happy Madison Productions"
writer,Bruce Joel Rubin,77,"Columbia Pictures, Sony Pictures Entertainment"
casting_director,David Rubin,86,Shangri-La Entertainment
casting_director,Tara Jayne Rubin,134,"Sony Pictures, Gaumont Columbia Tristar Films"
cinematographer,Mauricio Rubinstein,83,"Independent Film Channel (IFC), Q-Dog Music Television, IFC Productions, InDigEnt (Independent Digital Entertainment)"
actress,Jennifer Rucker,89,"Ghost House Pictures, Senator International, Screen Gems, Pacific Renaissance Pictures Ltd."
actor,Paul Rudd,116,"Universal Pictures, Apatow Productions"
actor,Paul Rudd,97,Eureka Pictures
actor,Paul Rudd,129,"Universal Pictures, Apatow Productions"
actor,Paul Rudd,99,"Universal Pictures, Internationale Filmproduktion Stella-del-Süd, Relativity Media, New Regency Pictures, WideAwake, Stuber/Parent"
actor,Paul Rudd,94,Apatow Productions
actor,Paul Rudd,97,"Scott Rudin Productions, I Could Never Ltd., Bauer Martinez Studios"
actor,Paul Rudd,114,"Paramount Pictures, DreamWorks SKG, Spyglass Entertainment, Everyman Pictures, Reliance BIG Entertainment, Parkes/MacDonald Productions"
actor,Paul Rudd,88,"Cold Iron Pictures, Ambush Entertainment, AV Club, The"
producer,Scott Rudin,98,Paramount Pictures
producer,Scott Rudin,84,Paramount Pictures
producer,Scott Rudin,87,"Twentieth Century Fox Film Corporation, Regency Enterprises, Indian Paintbrush, American Empirical Pictures"
producer,Scott Rudin,129,"Paramount Pictures, Scott Rudin Productions, Clinica Estetico"
producer,Scott Rudin,122,"Miramax Films, Scott Rudin Productions, Paramount Vantage, Mike Zoss Productions"
producer,Scott Rudin,113,"Scott Rudin Productions, Revolution Studios"
writer,Steve Rudnick,95,Universal Pictures
actress,Maya Rudolph,99,"Columbia Pictures Corporation, Happy Madison Productions, Anonymous Content, Flower Films (II)"
actress,Maya Rudolph,84,"Twentieth Century Fox Film Corporation, Ternion Pictures"
actor,Mark Ruffalo,97,"Village Roadshow Pictures, Section Eight, Spring Creek Productions, Warner Bros."
actor,Mark Ruffalo,120,"Paramount Pictures, DreamWorks SKG, Parkes/MacDonald Productions, Edge City"
actor,Mark Ruffalo,95,"DreamWorks SKG, UIP, MacDonald/Parkes Productions"
actor,Mark Ruffalo,98,"Columbia Pictures, Revolution Studios, Thirteen Productions"
actor,Mark Ruffalo,150,"Fox Searchlight Pictures, Scott Rudin Productions, Mirage Enterprises, Gilbert Films"
actor,Mark Ruffalo,157,"Paramount Pictures, Warner Bros., Phoenix Pictures"
actor,Mark Ruffalo,131,DreamWorks SKG
actor,Mark Ruffalo,108,"Anonymous Content, This Is That Productions, Focus Features"
actor,Mark Ruffalo,128,"Columbia Pictures Corporation, Rising Star, Relativity Media, Phoenix Pictures, VIP 4 Medienfonds"
actor,Mark Ruffalo,134,"Lion Rock Productions, Metro-Goldwyn-Mayer (MGM)"
actor,Ja Rule,97,Cookout Productions
actress,Olesya Rulin,98,Disney Channel
actress,Debra Jo Rupp,73,"Walt Disney Pictures, Walt Disney Television Animation"
actress,Deborah Rush,115,"Media Rights Capital, Lin Pictures, Warner Bros., Darko Entertainment, Radar Pictures"
producer,Morris Ruskin,103,Shoreline Entertainment
actor,Morgan Rusler,99,"Twentieth Century Fox Film Corporation, Lightstorm Entertainment"
actor,Tim Russ,88,"Cold Iron Pictures, Ambush Entertainment, AV Club, The"
actor,Anthony Russell,102,"DreamWorks SKG, Davis Entertainment, Tollin/Robbins Productions"
writer,Jack Golden Russell,116,"Village Roadshow Pictures, Section Eight, NPV Entertainment, Jerry Weintraub Productions, Warner Bros., WV Films II"
director,Jay Russell,90,Walt Disney Pictures
cinematographer,Ward Russell,88,"Primetime Pictures, Emergence Entertainment"
actor,James Russo,139,"Tig Productions, Touchstone Pictures, Beacon Pictures, Cobalt Media Group"
director,Joe Russo,110,"Universal Pictures, Kaplan/Perrone Entertainment, MMCB Film Produktion 2004"
actress,Amy Ryan,117,"Capitol Films, Linsefilm, Unity Productions, Michael Cerenzie Productions, Funky Buddha Productions"
actress,Amy Ryan,114,"Miramax Films, The Ladd Company"
actress,Blanchard Ryan,79,Plunge Pictures LLC
actor,Thomas Jay Ryan,108,"Anonymous Content, This Is That Productions, Focus Features"
actress,Lisa Ryder,92,"New Line Cinema, Sean S. Cunningham Films, Crystal Lake Entertainment"
composer,RZA,113,"New Line Cinema, Amen Ra Films, Shawn Danielle Productions Ltd., Imaginary Forces, Marvel Enterprises, Peter Frankfurt Productions"
actor,Peter Sa'ena-Brown,113,3Mark Entertainment
actor,Daryl Sabara,88,"Dimension Films, Troublemaker Studios, Miramax"
actor,Daryl Sabara,84,Dimension Films
actor,Daryl Sabara,100,Dimension Films
composer,Danny Saber,88,"Primetime Pictures, Emergence Entertainment"
writer,Ira Sachs,108,"Charlie Guidance, Flux Films, High Line Productions, Tiny Dancer Films"
director,Daniel Sackheim,106,Original Film
actress,Katee Sackhoff,90,Dimension Films
writer,Peter Sagal,86,"Miramax Films, Lions Gate Films, Artisan Entertainment, Lawrence Bender Productions, Havana Nights LLC"
actress,Melissa Sagemiller,87,"Avery Pix, Landscape Entertainment"
actress,Melissa Sagemiller,90,"Trent Othick Productions, Insomnia Entertainment, Rice/Walters Productions"
actress,Melissa Sagemiller,87,Miramax
actress,Melissa Sagemiller,93,Touchstone Pictures
actress,Melissa Sagemiller,139,"Contrafilm, Firm Films, Touchstone Pictures, Beacon Pictures, Eyetronics"
production_designer,Steve Saklad,92,"Fox Searchlight Pictures, Room 9 Entertainment"
actress,Zoe Saldana,118,Fox 2000 Pictures
actress,Zoe Saldana,93,"Paramount Pictures, MTV Films"
actress,Zoe Saldana,128,"DreamWorks SKG, Amblin Entertainment, Parkes/MacDonald Productions"
actress,Zoe Saldana,87,Miramax
actress,Zoe Saldana,105,"Columbia Pictures, Regency Enterprises, 3 Arts Entertainment, Tall Trees Productions"
actress,Zoe Saldana,90,"Columbia Pictures, Original Film, Kanzaman, Relativity Media, Art In Motion"
editor,David Ian Salter,100,Pixar Animation Studios
director,Victor Salva,104,"United Artists, American Zoetrope, Myriad Pictures, Jeepers Creepers II"
cinematographer,Geno Salvatori,93,"Revolution Studios, TriStar Pictures"
composer,Bennett Salvay,104,"United Artists, American Zoetrope, Myriad Pictures, Jeepers Creepers II"
producer,Elie Samaha,109,"Epsilon Motion Pictures, Franchise Pictures, Indelible Pictures, Linson Entertainment, Art Linson Productions, Morgan Creek Productions, Stolen Film Productions"
producer,Elie Samaha,102,"Epsilon Motion Pictures, Morgan Creek Productions, The Canton Company, AE Two Film Productions, Angel Eyes Productions"
actress,Theresa San-Nicolas,81,19 Entertainment
actor,Hiroyuki Sanada,91,New Line Cinema
actress,Roselyn Sanchez,90,New Line Cinema
writer,Chris Sanders,85,"Walt Disney Pictures, Walt Disney Feature Animation"
actor,Chris Sanders,85,"Walt Disney Pictures, Walt Disney Feature Animation"
actor,Jay O. Sanders,85,Nasser Entertainment
actor,Jay O. Sanders,124,"Lions Gate Films, Twentieth Century Fox Film Corporation, Centropolis Entertainment, Mark Gordon Productions, Mel's Cite du Cinema"
actor,Jeff Sanders,88,"ContentFilm, Visionbox Pictures, White Orchid Films, Fearon Entertainment, Bloodline Films"
production_designer,Thomas E. Sanders,139,"Icon Productions, Icon Entertainment International, Touchstone Pictures"
production_designer,Thomas E. Sanders,97,"Village Roadshow Pictures, Section Eight, Spring Creek Productions, Warner Bros."
editor,Tom Sanders,97,"Deviant Films, Silver Nitrate Pictures"
actor,Will Sanderson,95,Boll KG
actor,Miguel Sandoval,124,New Line Cinema
casting_director,Cathy Sandrich Gelfond,114,"Warner Bros., CJ Entertainment, Southpaw Entertainment"
casting_director,Cathy Sandrich Gelfond,97,"Castle Rock Entertainment, Land Films Inc., Anonymous Content"
casting_director,Cathy Sandrich Gelfond,122,"Universal Pictures, Morgan Creek Productions"
casting_director,Cathy Sandrich Gelfond,102,"Epsilon Motion Pictures, Morgan Creek Productions, The Canton Company, AE Two Film Productions, Angel Eyes Productions"
casting_director,Cathy Sandrich Gelfond,101,"ContentFilm, Pierce/Williams Entertainment"
casting_director,Cathy Sandrich Gelfond,84,"Icon Productions, Twentieth Century Fox Film Corporation, Icon Entertainment International"
casting_director,Cathy Sandrich Gelfond,99,City Light Films
actor,Ruben Santiago-Hudson,89,Paramount Pictures
actor,Rodrigo Santoro,155,"Home Box Office (HBO), Attaboy Films, For Whom Productions"
actor,Rodrigo Santoro,114,Showtime Networks
actor,Rodrigo Santoro,117,"Virtual Studios, Legendary Pictures, Hollywood Gang Productions, Atmosphere Entertainment MM, Warner Bros., Nimar Studios, Cruel and Unusual Films"
actor,Horatio Sanz,86,"Twentieth Century Fox Film Corporation, Robert Simonds Productions, Runteldat Entertainment"
actor,Horatio Sanz,95,"Columbia Pictures, Revolution Studios"
writer,Jan Sardi,123,New Line Cinema
writer,Alvin Sargent,139,"Columbia Pictures, Laura Ziskin Productions, Marvel Enterprises"
writer,Alvin Sargent,124,"Regency Enterprises, Fox 2000 Pictures, Epsilon Motion Pictures, Unfaithful Filmproduktion GmbH & Co. KG"
cinematographer,Paul Sarossy,97,Metro-Goldwyn-Mayer (MGM)
actor,Peter Sarsgaard,102,"Fox Searchlight Pictures, Double Feature Films, Jersey Films, Camelot Pictures, Large's Ark Productions"
actor,Peter Sarsgaard,98,"Imagine Entertainment, Touchstone Pictures"
actor,Peter Sarsgaard,90,Universal Studios
actor,Gailard Sartain,123,"Paramount Pictures, Cruise/Wagner Productions, Vinyl Films, KMP Film Invest"
actor,Will Sasso,92,Wessler Entertainment
actress,Inés Sastre,144,Lions Gate Films
actor,Paul Satterfield,101,"Universal Pictures, Spyglass Entertainment, Shady Acres Entertainment, Pit Bull Productions"
actor,Cliff Saunders,113,"Miramax Films, Producers Circle, Storyline Entertainment"
director,Clive Saunders,88,"Peninsula Films, DEJ Productions, Rillington Production"
actress,Jennifer Saunders,100,"Focus Features, Laika Entertainment"
actress,Jennifer Saunders,93,"DreamWorks SKG, Pacific Data Images (PDI), DreamWorks Animation"
cinematographer,Harris Savides,157,"Paramount Pictures, Warner Bros., Phoenix Pictures"
producer,Alison Savitch,91,"Threshold Entertainment, Lions Gate Family Entertainment"
editor,Jill Savitt,99,"Miramax Films, Spyglass Entertainment"
editor,Jill Savitt,114,"Double Feature Films, Jersey Films, 1984 Private Defense Contractors, Cross Creek Pictures, Exclusive Media Group, Traveling Picture Show Company (TPSC), Free State Pictures, Da Vinci Media Ventures"
editor,Jill Savitt,96,"Columbia Pictures Corporation, Pariah Entertainment Group, Grand Slam Productions, Mel's Cite du Cinema"
actor,Mattia Sbragia,127,"Icon Productions, Twentieth Century Fox Film Corporation"
actress,Crystal Scales,85,"Paramount Pictures, Nickelodeon Movies, Paramount Animation"
actor,Jack Scalia,85,"DreamWorks SKG, Craven-Maddalena Films, BenderSpink"
editor,Pietro Scalia,145,"DreamWorks SKG, Spyglass Entertainment, Columbia Pictures Corporation, Red Wagon Productions"
editor,Glen Scantlebury,98,"New Line Cinema, Next Entertainment, Platinum Dunes, Focus Features, Radar Pictures, Chainsaw Productions LLC"
editor,Glen Scantlebury,99,"Twentieth Century Fox Film Corporation, Dune Entertainment, Major Studio Partners, Phoenix Pictures"
actress,Diana Scarwid,101,"Metro-Goldwyn-Mayer (MGM), David Ladd Films"
actress,Diana Scarwid,107,"Media 8 Entertainment, Empire Films, Alla Prima Productions, Brushwork Pictures"
producer,Jennifer Schaefer,107,TLA Releasing
producer,Don Schain,98,Disney Channel
editor,Dan Schalk,75,Dimension Films
editor,Dan Schalk,100,Dimension Films
producer,James Schamus,138,"Universal Pictures, Good Machine, Valhalla Motion Pictures, Marvel Enterprises"
writer,James Schamus,138,"Universal Pictures, Good Machine, Valhalla Motion Pictures, Marvel Enterprises"
actor,August Schellenberg,120,"Walt Disney Pictures, Spyglass Entertainment, Vertigo Entertainment, Kennedy/Marshall Company, The, Mandeville Films, Winking Productions"
actor,August Schellenberg,135,"New Line Cinema, First Foot Films, Sunflower Productions, Sarah Green Film, The Virginia Company LLC"
actor,August Schellenberg,101,Stampede Entertainment
writer,Robert Schenkkan,101,"Miramax Films, Intermedia Films, Mirage Enterprises"
actor,Richard Schiff,132,New Line Cinema
actor,Richard Schiff,94,Metro-Goldwyn-Mayer (MGM)
producer,Deborah Schindler,107,"Revolution Studios, Blue Star Pictures"
composer,Eban Schletter,85,New Line Cinema
actor,Kyle Schmid,90,"TLA Releasing, Microangelo Entertainment"
editor,Arthur Schmidt,143,"Walt Disney Pictures, Jerry Bruckheimer Films"
cinematographer,Eric Schmidt,93,"CBS Films, Millennium Films, Chartoff-Winkler Productions, Scared Productions, Nu Image Entertainment GmbH"
actor,Kevin G. Schmidt,98,"Twentieth Century Fox Film Corporation, Robert Simonds Productions"
producer,Daniel Schneider,103,Chapman/Leonard Studio Equipment
actor,John Schneider,83,"Jaffe/Braunstein Films, Dogwood Pictures, Argosy Productions Limited"
actor,Paul Schneider,123,"Paramount Pictures, Cruise/Wagner Productions, Vinyl Films, KMP Film Invest"
editor,Brent A. Schoenfeld,102,"Gold/Miller Productions, 120dB Films, Paradise Productions, Quantum Entertainment, MovieBank, Galaxy Productions"
editor,Thelma Schoonmaker,170,"Miramax Films, Appian Way, Forward Pass, Cappa Productions, Warner Bros., Initial Entertainment Group (IEG), IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG, Mel's Cite du Cinema"
actor,Frank Schorpion,93,"Sidney Kimmel Entertainment, Greenestreet Films, Longfellow Pictures, Bonnie Timmermann Productions"
editor,Ken Schretzmann,116,"Walt Disney Pictures, Pixar Animation Studios"
editor,Ken Schretzmann,103,"Walt Disney Pictures, Pixar Animation Studios"
director,Barbet Schroeder,115,"Castle Rock Entertainment, Warner Bros., Schroeder Hoffman Productions"
actress,Carly Schroeder,90,Whitewater Films
actress,Carly Schroeder,102,"Gold/Miller Productions, 120dB Films, Paradise Productions, Quantum Entertainment, MovieBank, Galaxy Productions"
actress,Carly Schroeder,95,"Elevation Filmworks, Ursa Major Films LLC"
writer,Roger S.H. Schulman,69,"Walt Disney Pictures, DisneyToon Studios, Hot Donut Productions"
director,John Schultz,99,"Twentieth Century Fox Film Corporation, Josephson Entertainment, NBA Entertainment, Heller Highwater Productions, Like Mike Productions"
actor,Woody Schultz,91,"Columbia Pictures, Amblin Entertainment, Sony Pictures Animation, Sony Pictures Entertainment, ImageMovers"
cinematographer,Chuck Shuman,93,"New Line Cinema, Walden Media"
actress,Jennifer Schwalbach Smith,97,"The Weinstein Company, View Askew Productions"
actor,Robert Schwartzman,115,"Walt Disney Pictures, BrownHouse Productions, Bottom of the Ninth Productions"
editor,Abby Schwarzwalder,104,"Eleven Eleven Films, Insomnia Media Group, IMG Film 7"
casting_director,Emily Schweber,112,"Mosaic Media Group, El Norte Productions, Nuyorican Productions, Mobius Entertainment Ltd."
actor,Eric Schweig,137,"Columbia Pictures, Imagine Entertainment, Revolution Studios, Daniel Ostroff Productions"
casting_director,Jean Scoccimarro,83,"Seed Productions (II), Platform Entertainment"
actor,Joseph Scoren,95,"Miramax Films, Pandora Cinema"
editor,Adam P. Scott,91,"Columbia Pictures, Amblin Entertainment, Sony Pictures Animation, Sony Pictures Entertainment, ImageMovers"
actor,Ben Scott,83,"Seed Productions (II), Platform Entertainment"
actor,Stephen Martines,85,"Regent Entertainment, ACH, Christopher Filmcapital"
actor,Dougray Scott,105,"Vertigo Entertainment, Touchstone Pictures, Post No Bills Films, Pandemonium Productions"
editor,John Scott,101,"Miramax Films, Intermedia Films, Mirage Enterprises"
actress,Judith Scott,105,"Columbia Pictures, Regency Enterprises, 3 Arts Entertainment, Tall Trees Productions"
actor,Kente Scott,120,"Fox Searchlight Pictures, Mundy Lane Entertainment"
actress,Klea Scott,120,"Paramount Pictures, DreamWorks SKG, Parkes/MacDonald Productions, Edge City"
composer,Tom Scott,99,"Regency Enterprises, Epsilon Motion Pictures, New Regency Pictures"
writer,Peter S. Seaman,112,Paramount Pictures
actor,Nick Searcy,127,"Regency Enterprises, Epsilon Motion Pictures, New Regency Pictures"
editor,Eric A. Sears,90,"New Line Cinema, Zide-Perry Productions"
editor,Eric A. Sears,98,"Team Todd, Warner Bros., Ubu Productions"
actor,Lobo Sebastian,96,"Epsilon Motion Pictures, Franchise Pictures, Escape Artists, Reiner / Greisman Productions"
actor,Jon Seda,94,"Miramax Films, Amen Ra Films"
actor,Jon Seda,147,"Columbia Pictures Corporation, Don Simpson/Jerry Bruckheimer Films"
actor,Jon Seda,53,"Playtone, HBO, DreamWorks Television"
actress,Amy Sedaris,81,"Walt Disney Pictures, Walt Disney Feature Animation"
actress,Amy Sedaris,105,Red Om Films
composer,Maurice Seezer,117,"Paramount Pictures, MTV Films, Cent Productions Inc."
director,Peter Segal,106,"Columbia Pictures, Revolution Studios, Happy Madison Productions"
actress,Pamela Adlon,82,"Walt Disney Television Animation, Disney Toon Studio"
producer,Allison Lyon Segan,90,"DreamWorks SKG, Pacific Data Images (PDI), DreamWorks Animation"
actor,Noah Segan,110,Bergman Lustig productions
actor,Jason Segel,112,ShowTime
actor,Jason Segel,129,"Universal Pictures, Apatow Productions"
actor,Santiago Segura,100,"Splendid Pictures, Maverick Films, Metro-Goldwyn-Mayer (MGM), Dylan Sellers Productions, Madacy Entertainment"
cinematographer,Jonathan Sela,103,Shoreline Entertainment
actor,David Selby,90,"Nu Image Films, Active Entertainment, Equity Pictures Medienfonds GmbH & Co. KG III"
actress,Marian Seldes,117,"Columbia Pictures, Revolution Studios"
actress,Marian Seldes,114,"Warner Bros., CJ Entertainment, Southpaw Entertainment"
writer,David Self,117,"DreamWorks SKG, The Zanuck Company, Twentieth Century Fox Film Corporation"
director,Henry Selick,93,"Twentieth Century Fox Film Corporation, 1492 Pictures, Twitching Image Studio"
producer,Dylan Sellers,100,"Splendid Pictures, Maverick Films, Metro-Goldwyn-Mayer (MGM), Dylan Sellers Productions, Madacy Entertainment"
writer,Michael D. Sellers,102,"Gold/Miller Productions, 120dB Films, Paradise Productions, Quantum Entertainment, MovieBank, Galaxy Productions"
writer,David Seltzer,110,"Twentieth Century Fox Film Corporation, 11:11 Mediaworks"
casting_director,Beth Sepko,127,"Walt Disney Pictures, Gran Via Productions, 98 MPH Productions"
actor,Rade Serbedzija,101,"Miramax Films, Intermedia Films, Mirage Enterprises"
actor,Rade Serbedzija,98,"Paramount Vantage, VN Productions"
cinematographer,Ben Seresin,98,"Twentieth Century Fox Film Corporation, Scott Free Productions, Firm Films, Prospect Park, Millbrook Farm Productions"
cinematographer,Michael Seresin,104,"Summit Entertainment, Offspring Entertainment, Touchstone Pictures, Eketahuna LLC"
actor,Andy Serkis,98,"Columbia Pictures, Revolution Studios, Thirteen Productions"
composer,Éric Serra,104,Metro-Goldwyn-Mayer (MGM)
actor,Nestor Serrano,90,Universal Studios
actor,Dan Severn,90,KillerWolf Films
actor,Brendan Sexton III,97,"October Films, USA Films, Scout Productions"
actor,Brent Sexton,109,"Revolution Studios, Tollin/Robbins Productions"
editor,Paul Seydor,106,Metro-Goldwyn-Mayer (MGM)
production_designer,Sharon Seymour,95,Numb Gums Production Inc.
actor,Shaggy,92,"Film Afrika Worldwide, Gemini Films, Motion Picture Corporation of America (MPCA), International West Pictures (IWP)"
writer,Steven Shainberg,107,"Slough Pond, double A Films"
director,Steven Shainberg,107,"Slough Pond, double A Films"
producer,Michael Shamberg,129,"Paramount Pictures, Double Feature Films, Intermedia Films, Kernos Filmproduktionsgesellschaft & Company"
actor,Garry Shandling,103,Trust the Man LLC
actor,Garry Shandling,83,"Pacific Data Images (PDI), DreamWorks Animation"
casting_director,Dan Shaner,107,TLA Releasing
director,Adam Shankman,101,"DiNovi Pictures, Pandora Pictures, Gaylord Films, Warner Bros."
director,Adam Shankman,105,"Hyde Park Films, Touchstone Pictures"
director,Adam Shankman,103,"Columbia Pictures Corporation, Intermedia Films, Dee Gee Entertainment, Tapestry Films, Prufrock Pictures, IMF Internationale Medien und Film GmbH & Co. Produktions KG"
actor,Don Shanks,93,"Columbia Pictures Television, NPP Productions Inc."
actor,Michael Shannon,84,Universal Pictures
actor,Michael Shannon,102,"Lions Gate Films, L.I.F.T. Production, DMK Mediafonds International"
actor,Michael Shannon,91,"Silver Nitrate Pictures, Dead Birds Films"
actor,Michael Shannon,117,"Capitol Films, Linsefilm, Unity Productions, Michael Cerenzie Productions, Funky Buddha Productions"
actor,Michael Shannon,147,"Columbia Pictures Corporation, Don Simpson/Jerry Bruckheimer Films"
actress,Molly Shannon,86,Dimension Films
actress,Molly Shannon,98,"Revolution Studios, Wayans Bros. Entertainment"
actress,Molly Shannon,108,"Columbia Pictures, Apatow Productions"
actress,Molly Shannon,87,"Jim Henson Pictures, Metro-Goldwyn-Mayer (MGM)"
actress,Molly Shannon,83,Dimension Films
actor,Vicellous Shannon,125,"David Foster Productions, Cheyenne Enterprises, Metro-Goldwyn-Mayer (MGM), David Ladd Films"
composer,Theodore Shapiro,101,"Weed Road Pictures, Warner Bros., Dimension Films, Red Hour Films, AR-TL"
